year,marathon,country,finishers,meantime
1997,Dublin Marathon,Ireland,3080,244.75746
1995,Dublin Marathon,Ireland,2710,250.763
1996,Dublin Marathon,Ireland,2632,253.35867
1989,Dublin Marathon,Ireland,2626,217.24225
1993,Dublin Marathon,Ireland,2612,232.9175
1992,Dublin Marathon,Ireland,2575,225.92844
1991,Dublin Marathon,Ireland,2553,236.33113
1994,Dublin Marathon,Ireland,2422,229.22618
1980,Dublin Marathon,Ireland,1418,228.86693
2011,Duchy Marathon,England,223,243.41458
2009,Duchy Marathon,England,208,247.55713
2012,Duchy Marathon,England,204,235.58398
2013,Duchy Marathon,England,202,233.05603
2010,Duchy Marathon,England,199,242.18158
2007,Duchy Marathon,England,179,241.74684
2008,Duchy Marathon,England,154,240.44772
2006,Duchy Marathon,England,138,235.55374
2004,Duchy Marathon,England,102,237.23497
2011,Duke City Marathon,US,822,265.23709
2013,Duke City Marathon,US,456,280.06262
2012,Duke City Marathon,US,420,269.58124
2010,Duke City Marathon,US,379,266.40317
2000,Duke City Marathon,US,373,253.33047
2003,Duke City Marathon,US,373,276.2778
2001,Duke City Marathon,US,353,261.42343
2005,Duke City Marathon,US,325,270.33118
2002,Duke City Marathon,US,314,277.02533
2009,Duke City Marathon,US,308,264.39481
2007,Duke City Marathon,US,286,265.12924
2008,Duke City Marathon,US,266,263.95935
2004,Duke City Marathon,US,264,260.92853
2006,Duke City Marathon,US,240,257.88159
2007,Dupont Forest Trail Marathon,US,146,248.67352
2006,Dupont Forest Trail Marathon,US,124,266.9332
2008,Dupont Forest Trail Marathon,US,122,261.87021
2003,Durango Marathon,US,271,286.52213
2005,Durango Marathon,US,220,307.26825
2004,Durango Marathon,US,218,298.06232
2006,Durango Marathon,US,183,284.99454
2002,Durango Marathon,US,63,229.35265
2012,Durango Marathon,US,55,288.33121
2013,Durango Marathon,US,44,304.44659
2013,Dust Bowl Series Marathon - Colorado,US,68,349.1554
2013,Dust Bowl Series Marathon - Kansas,US,64,335.28073
2013,Dust Bowl Series Marathon - New Mexico,US,66,352.33838
2013,Dust Bowl Series Marathon - Oklahoma,US,52,338.1907
2013,Dust Bowl Series Marathon - Texas,US,57,334.12369
2001,Dutchess County Classic Marathon,US,84,236.86052
2002,Dutchess County Classic Marathon,US,81,257.36832
2003,Dutchess County Classic Marathon,US,66,241.74344
2007,Dutchess County Classic Marathon,US,66,239.76465
2004,Dutchess County Classic Marathon,US,58,240.12012
2006,Dutchess County Classic Marathon,US,54,247.80031
2005,Dutchess County Classic Marathon,US,38,262.45132
2000,Dutchess County Marathon,US,67,238.25024
2013,Eagle Creek Trail Marathon,US,130,319.97833
2012,Eagle Creek Trail Marathon,US,122,364.15656
2011,Eagle Creek Trail Marathon,US,109,382.61865
2010,Eagle Creek Trail Marathon,US,38,291.77939
2010,Earth Day Challenge Marathon,US,119,273.89496
2011,Earth Day Challenge Marathon,US,117,271.26068
2012,Earth Day Challenge Marathon,US,100,245.36966
2009,Earth Day Challenge Marathon,US,62,273.1449
2007,Earth Day Challenge Marathon,US,46,282.90436
2008,Earth Day Challenge Marathon,US,39,258.92862
2000,East Lyme Marathon,US,188,253.73094
2007,Easter Bunny Marathon,US,22,269.11743
2006,Easter Bunny Marathon,US,9,273.67407
2008,Easter Marathon Runoff,US,34,270.57108
2001,Easter Marathon Runoff,US,31,244.13763
2005,Easter Marathon Runoff,US,25,275.49533
2003,Easter Marathon Runoff,US,20,248.5175
2004,Easter Marathon Runoff,US,20,274.04584
2002,Easter Marathon Runoff,US,19,256.68509
2000,Easter Marathon Runoff,US,18,234.44351
2010,Easter Marathon Runoff,US,9,261.16666
2003,Easy Street Marathon,US,289,254.64597
2004,Easy Street Marathon,US,285,263.9675
2002,Easy Street Marathon,US,232,247.56868
2013,Eau Claire Marathon,US,340,255.13907
2011,Eau Claire Marathon,US,308,260.18451
2012,Eau Claire Marathon,US,308,257.8186
2010,Eau Claire Marathon,US,230,259.70245
2009,Eau Claire Marathon,US,208,257.59695
2001,Edge to Edge Marathon,Canada,272,247.43535
2010,Edge to Edge Marathon,Canada,149,265.17807
2012,Edge to Edge Marathon,Canada,143,264.36374
2007,Edge to Edge Marathon,Canada,133,260.86966
2011,Edge to Edge Marathon,Canada,126,270.26349
2009,Edge to Edge Marathon,Canada,122,272.72214
2008,Edge to Edge Marathon,Canada,120,261.00098
2003,Edge to Edge Marathon,Canada,115,266.16391
2013,Edge to Edge Marathon,Canada,112,268.54388
2002,Edge to Edge Marathon,Canada,107,264.42929
2005,Edge to Edge Marathon,Canada,91,255.46007
2006,Edge to Edge Marathon,Canada,90,268.72629
2004,Edge to Edge Marathon,Canada,80,254.92479
2011,Edinburgh Marathon,Scotland,9737,257.98148
2010,Edinburgh Marathon,Scotland,9459,270.08041
2012,Edinburgh Marathon,Scotland,8077,264.80099
2008,Edinburgh Marathon,Scotland,6612,255.34029
2009,Edinburgh Marathon,Scotland,6136,255.43927
2005,Edinburgh Marathon,Scotland,4412,256.26422
2006,Edinburgh Marathon,Scotland,4090,264.15118
2007,Edinburgh Marathon,Scotland,3564,252.5547
2011,Edmonton Centennial Marathon,Canada,573,255.00169
2010,Edmonton Centennial Marathon,Canada,543,248.66231
2012,Edmonton Centennial Marathon,Canada,531,257.24756
2004,Edmonton Centennial Marathon,Canada,529,258.49744
2009,Edmonton Centennial Marathon,Canada,424,256.02087
2008,Edmonton Centennial Marathon,Canada,366,264.58939
2006,Edmonton Centennial Marathon,Canada,345,249.396
2005,Edmonton Centennial Marathon,Canada,313,253.75597
2007,Edmonton Centennial Marathon,Canada,297,234.43625
2001,Edmonton Festival Marathon,US,1183,250.63188
2002,Edmonton Festival Marathon,US,623,285.52457
2003,Edmonton Festival Marathon,US,565,263.31525
2013,Edmonton Marathon,Canada,524,256.45767
2008,Einhdoven Marathon,Netherlands,1510,218.37134
2010,Einhdoven Marathon,Netherlands,1462,225.95415
2007,Einhdoven Marathon,Netherlands,1408,221.45534
2009,Einhdoven Marathon,Netherlands,1407,221.94913
2013,Einhdoven Marathon,Netherlands,1391,217.968
2011,Einhdoven Marathon,Netherlands,1278,220.06889
2012,Einhdoven Marathon,Netherlands,1277,216.2072
2006,Einhdoven Marathon,Netherlands,860,219.19463
2011,Eisenbahn Marathon,US,172,267.04263
2010,Eisenbahn Marathon,US,136,265.73639
2012,Eisenbahn Marathon,US,98,268.03452
2013,Eisenbahn Marathon,US,84,249.06032
2011,Eisenhower Marathon,US,193,271.35336
2012,Eisenhower Marathon,US,181,260.35406
2006,Eisenhower Marathon,US,177,259.66101
2010,Eisenhower Marathon,US,176,261.64224
2009,Eisenhower Marathon,US,175,256.14163
2003,Eisenhower Marathon,US,174,259.33124
2007,Eisenhower Marathon,US,155,261.3887
2008,Eisenhower Marathon,US,153,253.61514
2004,Eisenhower Marathon,US,108,260.27423
2005,Eisenhower Marathon,US,90,293.47815
2012,El Paso Marathon,US,366,259.47668
2013,El Paso Marathon,US,321,270.27948
2010,El Paso Marathon,US,279,276.53967
2011,El Paso Marathon,US,265,271.88452
2007,El Paso Marathon,US,245,270.50143
2009,El Paso Marathon,US,237,269.91251
2008,El Paso Marathon,US,199,265.72061
2006,Ellerbe Springs Marathon,US,152,268.13782
2007,Ellerbe Springs Marathon,US,143,283.11655
2003,Ellerbe Springs Marathon,US,141,286.42612
2010,Ellerbe Springs Marathon,US,136,268.19852
2009,Ellerbe Springs Marathon,US,133,274.44925
2008,Ellerbe Springs Marathon,US,128,269.64023
2004,Ellerbe Springs Marathon,US,119,272.43866
2001,Ellerbe Springs Marathon,US,115,274.76349
2005,Ellerbe Springs Marathon,US,113,264.89175
2011,Ellerbe Springs Marathon,US,101,276.11765
2002,Ellerbe Springs Marathon,US,91,262.90329
2012,Ellerbe Springs Marathon,US,86,279.65427
2013,Ellerbe Springs Marathon,US,73,281.3089
2000,Ellerbe Springs Marathon,US,70,269.80096
2013,Emerald Bay Marathon,US,105,319.39874
2012,Emerald Bay Marathon,US,100,316.42899
2011,Emerald Bay Marathon,US,95,320.8107
2011,Empire State Marathon,US,707,259.70862
2012,Empire State Marathon,US,542,261.42264
2013,Empire State Marathon,US,522,262.07199
2009,End Of The Decade Marathon,US,14,251.20357
2012,End of the World Marathon,US,327,358.32507
2011,Endurancelife Coastal Trail Series - Anglesey Marathon,US,100,311.62766
2012,Endurancelife Coastal Trail Series - Anglesey Marathon,US,82,310.15283
2010,Endurancelife Coastal Trail Series - Cornwall Marathon,US,117,336.02322
2010,Endurancelife Coastal Trail Series - Exmoor Marathon,US,186,356.69049
2013,Endurancelife Coastal Trail Series - Exmoor Marathon,US,134,347.77661
2012,Endurancelife Coastal Trail Series - Exmoor Marathon,US,122,325.44727
2011,Endurancelife Coastal Trail Series - Exmoor Marathon,US,117,349.15442
2010,Endurancelife Coastal Trail Series - Gower Marathon,US,99,346.84546
2010,Endurancelife Coastal Trail Series - Isle of Wight Marathon,US,34,289.74216
2010,Endurancelife Coastal Trail Series - Pembrokeshire Marathon,US,115,300.819
2011,Endurancelife Coastal Trail Series - Pembrokeshire Marathon,US,86,310.49323
2010,Endurancelife Coastal Trail Series - Portland Marathon,US,57,305.09912
2010,Endurancelife Coastal Trail Series - South Devon Marathon,US,170,341.88461
2012,Endurancelife Coastal Trail Series - South Devon Marathon,US,114,316.05762
2011,Endurancelife Coastal Trail Series - South Devon Marathon,US,112,340.66846
2013,Endurancelife Coastal Trail Series - South Devon Marathon,US,110,370.9003
2013,Endurancelife Coastal Trail Series - Sussex Marathon,US,152,318.75418
2012,Endurancelife Coastal Trail Series - Sussex Marathon,US,120,304.88904
2011,Endurancelife Coastal Trail Series - Sussex Marathon,US,118,314.22769
2010,Endurancelife Coastal Trail Series Marathon - Dorset,US,72,318.73334
2012,Equinox Marathon,US,647,339.5025
2007,Equinox Marathon,US,474,335.12769
2013,Equinox Marathon,US,449,332.86362
2008,Equinox Marathon,US,444,333.10178
2001,Equinox Marathon,US,435,335.96207
2010,Equinox Marathon,US,434,331.96017
2009,Equinox Marathon,US,420,333.1702
2003,Equinox Marathon,US,412,338.50748
2011,Equinox Marathon,US,408,325.15665
2002,Equinox Marathon,US,382,305.35187
2000,Equinox Marathon,US,334,370.50275
2004,Equinox Marathon,US,334,331.02399
2005,Equinox Marathon,US,330,325.28339
2006,Equinox Marathon,US,318,302.90283
2013,Erie Marathon at Presque Isle,US,978,237.00554
2012,Erie Marathon at Presque Isle,US,674,249.44963
2011,Erie Marathon at Presque Isle,US,520,247.15744
2009,Erie Marathon at Presque Isle,US,480,262.03348
2010,Erie Marathon at Presque Isle,US,468,253.56157
2007,Erie Marathon at Presque Isle,US,457,258.11893
2006,Erie Marathon at Presque Isle,US,398,246.74124
2008,Erie Marathon at Presque Isle,US,393,266.11319
2004,Erie Marathon at Presque Isle,US,334,252.02704
2005,Erie Marathon at Presque Isle,US,328,273.66284
2003,Erie Marathon at Presque Isle,US,319,256.11383
2001,Erie Marathon at Presque Isle,US,210,263.36618
2002,Erie Marathon at Presque Isle,US,200,252.10333
2000,Eriesistible Marathon,US,185,257.73712
2013,Escalante Canyons Marathon,US,42,300.89444
2012,Escalante Canyons Marathon,US,22,286.06061
2005,Estes Park Marathon,US,152,304.72928
2012,Estes Park Marathon,US,150,301.65155
2008,Estes Park Marathon,US,148,293.22375
2006,Estes Park Marathon,US,147,305.99036
2004,Estes Park Marathon,US,145,291.12988
2013,Estes Park Marathon,US,128,298.71106
2007,Estes Park Marathon,US,120,297.92792
2011,Estes Park Marathon,US,112,264.34167
2010,Estes Park Marathon,US,106,287.89465
2009,Estes Park Marathon,US,104,291.28909
2013,Eugene Curnow Trail Marathon,US,146,384.89133
2013,Eugene Marathon,US,2571,247.5027
2012,Eugene Marathon,US,2345,250.49496
2010,Eugene Marathon,US,2340,250.58821
2011,Eugene Marathon,US,2297,249.32697
2008,Eugene Marathon,US,1742,257.75314
2009,Eugene Marathon,US,1716,255.673
2007,Eugene Marathon,US,1486,260.08905
2012,Extraterrestrial Full Moon Midnight Marathon,US,179,324.87271
2010,Extraterrestrial Full Moon Midnight Marathon,US,172,318.90823
2011,Extraterrestrial Full Moon Midnight Marathon,US,168,314.452
2009,Extraterrestrial Full Moon Midnight Marathon,US,161,318.96326
2013,Extraterrestrial Full Moon Midnight Marathon,US,141,331.17789
2008,Extraterrestrial Full Moon Midnight Marathon,US,125,317.89853
2007,Extraterrestrial Full Moon Midnight Marathon,US,59,330.0712
2010,Fairlands Valley,Germany,280,319.49286
2009,Fairlands Valley Challenge,Germany,261,325.76245
2008,Fairlands Valley Challenge,Germany,244,332.23361
2007,Fairlands Valley Challenge,Germany,223,334.69955
2011,Fairlands Valley Challenge,Germany,205,328.69269
2012,Fairlands Valley Challenge,Germany,192,348.61978
2006,Fairlands Valley Challenge,Germany,188,355.50531
2013,Fairlands Valley Challenge,Germany,154,337.50931
2013,Fallen 4 Marathon,Canada,42,266.34128
2011,Fallen 4 Marathon,Canada,40,250.53416
2010,Fallen 4 Marathon,Canada,38,256.41623
2009,Fallsburg Marathon and Half Marathon,US,103,298.47574
2010,Fallsburg Marathon and Half Marathon,US,80,346.29688
2008,Fallsburg Marathon and Half Marathon,US,78,289.8656
2012,Fallsburg Marathon and Half Marathon,US,75,376.20023
2011,Fallsburg Marathon and Half Marathon,US,69,349.33527
2013,Fallsburg Marathon and Half Marathon,US,60,366.29361
2007,Fallsburg Marathon and Half Marathon,US,26,290.20065
2012,Famous Idaho Potato Marathon,US,237,269.20175
2013,Famous Idaho Potato Marathon,US,219,256.91492
2011,Fargo Marathon,US,2213,265.13361
2010,Fargo Marathon,US,1885,259.97043
2012,Fargo Marathon,US,1825,256.76605
2013,Fargo Marathon,US,1644,269.3443
2009,Fargo Marathon,US,1272,256.27563
2007,Fargo Marathon,US,1196,255.88747
2008,Fargo Marathon,US,1196,255.88747
2006,Fargo Marathon,US,982,254.56093
2005,Fargo Marathon,US,707,263.98865
2011,Farnham Pilgrims' Marathon,England,303,278.08096
2013,Farnham Pilgrims' Marathon,England,292,277.21753
2012,Farnham Pilgrims' Marathon,England,291,276.65402
2010,Farnham Pilgrims' Marathon,England,253,282.31885
2011,Fat Ass Marathon,US,9,343.22223
2010,Fat Ass Marathon,US,7,336.28571
2013,Fat Ass Marathon,US,7,344.84763
2012,Fat Ass Marathon,US,4,343.17499
2006,Fiesta du Albuquerque Marathon,US,107,257.04471
2001,Fila Sky Marathon,US,54,219.99136
2013,First Call Marathon,US,35,267.56049
2012,First Call Marathon,US,34,314.54901
2011,First Call Marathon,US,17,273.59412
2012,First Call Presidents Day Marathon,US,28,301.85773
2013,First Call Presidents Day Marathon,US,25,284.23932
2013,First Call Spring Marathon,US,27,333.04074
2013,First Call Summer Marathon,US,33,297.85455
2001,First Light Marathon,US,669,280.39102
2011,First Light Marathon,US,471,278.71896
2012,First Light Marathon,US,459,285.57083
2010,First Light Marathon,US,437,272.55145
2009,First Light Marathon,US,371,265.84155
2002,First Light Marathon,US,353,276.22794
2007,First Light Marathon,US,338,277.46573
2013,First Light Marathon,US,333,288.90219
2008,First Light Marathon,US,311,267.38092
2003,First Light Marathon,US,299,261.34683
2006,First Light Marathon,US,231,272.53909
2005,First Light Marathon,US,206,272.34845
2012,Fitness Fiesta Marathon,US,148,306.0419
2010,Fitness Fiesta Marathon,US,115,273.19492
2011,Fitness Fiesta Marathon,US,89,272.38239
2013,Fitness Fiesta Marathon,US,43,289.19147
2011,Five Points of Life Marathon,US,330,254.40585
2006,Five Points of Life Marathon,US,217,261.01053
2008,Five Points of Life Marathon,US,183,263.0336
2012,Five Points of Life Marathon,US,168,272.73462
2009,Five Points of Life Marathon,US,162,258.1004
2007,Five Points of Life Marathon,US,161,253.9236
2010,Five Points of Life Marathon,US,147,254.36032
2013,Five Points of Life Marathon,US,126,261.42685
2010,Flagstaff Marathon,US,64,285.95105
2012,Flagstaff Marathon,US,62,306.06424
2013,Flagstaff Marathon,US,58,292.8934
2007,Flagstaff Marathon,US,45,286.04926
2008,Flagstaff Marathon,US,45,297.00406
2011,Flagstaff Marathon,US,45,315.51852
2009,Flagstaff Marathon,US,34,291.43872
2006,Flagstaff Marathon,US,21,272.87778
2010,Flatlanders Marathon,US,32,318.01874
2001,Florida Gulf Beaches Marathon,US,824,260.26462
2002,Florida Gulf Beaches Marathon,US,760,260.75394
2003,Florida Gulf Beaches Marathon,US,749,280.09772
2004,Florida Gulf Beaches Marathon,US,548,277.96121
2000,Florida Gulf Beaches Marathon,US,391,249.31389
2005,Florida Gulf Beaches Marathon,US,338,259.8952
2009,"Florida Marathon, Half Marathon & 5K",US,94,270.10107
2008,"Florida Marathon, Half Marathon & 5K",US,70,269.27142
2013,Florida Sheriff's Youth Ranch Marathon,US,46,290.17499
2012,Florida Sheriff's Youth Ranch Marathon,US,36,281.00601
2011,Florida Sheriff's Youth Ranch Marathon,US,28,288.78275
2010,Florida Sheriff's Youth Ranch Marathon,US,6,255.52499
2013,Foot Traffic Flat Marathon,US,439,260.19617
2011,Foot Traffic Flat Marathon,US,412,259.15433
2012,Foot Traffic Flat Marathon,US,397,260.03757
2010,Foot Traffic Flat Marathon,US,395,254.95193
2009,Foot Traffic Flat Marathon,US,258,244.81757
2008,Foot Traffic Flat Marathon,US,151,255.10265
2007,Foot Traffic Flat Marathon,US,137,250.57919
2005,Foot Traffic Flat Marathon,US,116,238.72156
2006,Foot Traffic Flat Marathon,US,72,235.83913
2004,Foot Traffic Flat Marathon,US,56,223.13542
2005,Footstock Race Weekend,Canada,130,263.99307
2008,Footstock Race Weekend,Canada,46,252.21378
2007,Footstock Race Weekend,Canada,36,252.38843
2006,Footstock Race Weekend,Canada,33,253.61212
2001,Forest City Road Races Marathon,Canada,363,234.79518
2003,Forest City Road Races Marathon,Canada,342,243.31998
2002,Forest City Road Races Marathon,Canada,335,241.44463
2004,Forest City Road Races Marathon,Canada,305,241.67635
2005,Forest City Road Races Marathon,Canada,252,243.00589
2007,Forest City Road Races Marathon,Canada,226,239.47014
2008,Forest City Road Races Marathon,Canada,201,250.99892
2009,Forest City Road Races Marathon,Canada,194,240.4317
2006,Forest City Road Races Marathon,Canada,191,238.82304
2008,Forest of Nisene Marks Marathon,US,69,271.71982
2009,Forest of Nisene Marks Marathon,US,69,268.55917
2010,Forest of Nisene Marks Marathon,US,69,276.01425
2006,Forest of Nisene Marks Marathon,US,68,282.02844
2003,Forest of Nisene Marks Marathon,US,67,263.64676
2002,Forest of Nisene Marks Marathon,US,63,255.65608
2007,Forest of Nisene Marks Marathon,US,63,261.74179
2004,Forest of Nisene Marks Marathon,US,62,268.35727
2013,Forest of Nisene Marks Marathon,US,62,316.73495
2012,Forest of Nisene Marks Marathon,US,55,273.28879
2001,Forest of Nisene Marks Marathon,US,53,247.07674
2005,Forest of Nisene Marks Marathon,US,51,256.0925
2000,Forest of Nisene Marks Marathon,US,50,258.84766
2011,Forest of Nisene Marks Marathon,US,47,294.50992
2013,Forest Park Marathon,US,55,292.13577
2012,Forest Park Marathon,US,47,289.61099
2012,Fort Worth Marathon,US,320,284.68225
2013,Fort Worth Marathon,US,282,284.28799
2010,Fort Worth Marathon,US,223,270.6095
2011,Fort Worth Marathon,US,216,289.36868
2009,Fort Worth Marathon,US,121,254.45551
2008,Fort Worth Marathon,US,37,259.66623
2012,fortitude for first descents marathon,US,92,282.7569
2011,fortitude for first descents marathon,US,56,296.09048
2008,Fox Cities Marathon,US,1039,262.76993
2009,Fox Cities Marathon,US,1031,266.56488
2013,Fox Cities Marathon,US,978,264.39404
2012,Fox Cities Marathon,US,915,265.08105
2010,Fox Cities Marathon,US,901,258.98035
2007,Fox Cities Marathon,US,857,275.26379
2011,Fox Cities Marathon,US,839,270.57462
2006,Fox Cities Marathon,US,729,269.81473
2000,Fox Cities Marathon,US,689,275.29181
2004,Fox Cities Marathon,US,686,270.30392
2003,Fox Cities Marathon,US,683,260.45508
2001,Fox Cities Marathon,US,674,268.89291
2002,Fox Cities Marathon,US,631,271.40735
2005,Fox Cities Marathon,US,562,263.11298
2013,Fox Valley Marathon,US,1318,262.08469
2012,Fox Valley Marathon,US,1062,263.9826
2011,Fox Valley Marathon,US,855,254.71544
2010,Fox Valley Marathon,US,478,259.60397
2012,Frank Maier Marathon,US,72,269.79074
2013,Frank Maier Marathon,US,72,271.77985
2010,Frank Maier Marathon,US,64,262.37683
2005,Frank Maier Marathon,US,53,260.7132
2011,Frank Maier Marathon,US,52,268.79935
2008,Frank Maier Marathon,US,48,255.30417
2006,Frank Maier Marathon,US,43,266.04224
2009,Frank Maier Marathon,US,41,263.2114
2003,Frank Maier Marathon,US,35,256.89096
2004,Frank Maier Marathon,US,33,266.32727
2007,Frank Maier Marathon,US,31,260.91504
2002,Frank Maier Marathon,US,28,265.82501
2000,Frank Maier Marathon,US,23,263.92535
2001,Frank Maier Marathon,US,20,286.73083
2009,Frankenstein Marathon,US,34,332.15295
2008,Frankenstein Marathon,US,31,313.69354
2010,Frankenthon Monster Marathon,US,144,265.01505
2011,Frankenthon Monster Marathon,US,133,279.83347
2012,Frankenthon Monster Marathon,US,131,280.10446
2009,Frankenthon Monster Marathon,US,99,263.55286
2013,Frankenthon Monster Marathon,US,86,276.10135
2011,Frankfurt Marathon,Germany,12424,236.8644
2012,Frankfurt Marathon,Germany,11948,234.64493
2013,Frankfurt Marathon,Germany,11009,237.27063
2009,Frankfurt Marathon,Germany,9500,240.19322
2008,Frankfurt Marathon,Germany,9470,235.49361
2007,Frankfurt Marathon,Germany,9170,237.16499
2006,Frankfurt Marathon,Germany,8907,243.58655
2005,Frankfurt Marathon,Germany,8842,239.81161
2010,Frankfurt Marathon,Germany,8553,238.70424
2004,Frankfurt Marathon,Germany,8282,239.05412
2002,Frankfurt Marathon,Germany,7247,241.73055
2003,Frankfurt Marathon,Germany,7098,238.34978
2000,Fred's Marathon,US,29,231.01093
2001,Fred's Marathon,US,28,261.85416
2002,Fred's Marathon,US,22,234.27576
2008,Frederick Marathon,US,897,262.27405
2010,Frederick Marathon,US,729,279.18277
2007,Frederick Marathon,US,721,250.62917
2009,Frederick Marathon,US,674,259.12332
2006,Frederick Marathon,US,666,255.88928
2005,Frederick Marathon,US,521,251.17998
2003,Frederick Marathon,US,447,264.89661
2004,Frederick Marathon,US,419,260.84711
2010,Fredericton Marathon,Canada,171,231.40157
2011,Fredericton Marathon,Canada,169,246.49921
2013,Fredericton Marathon,Canada,158,226.13228
2012,Fredericton Marathon,Canada,156,227.8625
2009,Fredericton Marathon,Canada,132,239.42955
2008,Fredericton Marathon,Canada,123,244.23672
2002,Fredericton Marathon,Canada,93,235.90842
2007,Fredericton Marathon,Canada,88,243.44281
2006,Fredericton Marathon,Canada,87,245.57932
2004,Fredericton Marathon,Canada,84,249.36389
2005,Fredericton Marathon,Canada,78,245.55214
2003,Fredericton Marathon,Canada,67,241.97238
2001,Fredericton Marathon,Canada,51,242.75424
2012,Free State Trail Marathon,US,114,306.88654
2010,Free State Trail Marathon,US,98,356.01666
2011,Free State Trail Marathon,US,89,294.45132
2013,Free State Trail Marathon,US,80,313.53064
2008,Free State Trail Marathon,US,76,320.47983
2009,Free State Trail Marathon,US,71,302.72629
2011,Freedom Marathon,US,55,302.51456
2013,Freedom Marathon,US,50,294.06799
2010,Freedom's Run,US,564,273.2312
2011,Freedom's Run,US,447,275.55307
2013,Freedom's Run,US,358,272.46246
2012,Freedom's Run,US,334,259.68143
2009,Freedom's Run,US,253,266.63361
2002,Friendly Massey Marathon,Canada,74,250.35744
2001,Friendly Massey Marathon,Canada,72,248.70186
2007,Friendly Massey Marathon,Canada,72,240.1537
2003,Friendly Massey Marathon,Canada,65,241.41333
2006,Friendly Massey Marathon,Canada,63,249.56561
2008,Friendly Massey Marathon,Canada,63,240.50926
2005,Friendly Massey Marathon,Canada,61,257.29208
2004,Friendly Massey Marathon,Canada,54,238.05525
2011,Friendly Massey Marathon,Canada,53,252.80943
2013,Friendly Massey Marathon,Canada,53,245.76132
2010,Friendly Massey Marathon,Canada,52,248.94231
2009,Friendly Massey Marathon,Canada,51,253.93465
2012,Friendly Massey Marathon,Canada,40,267.965
2013,Friends of the Falling Waters Trail - Wild Life Marathon,US,123,256.84689
2012,Friends of the Falling Waters Trail - Wild Life Marathon,US,91,276.33188
2011,Friends of the Falling Waters Trail - Wild Life Marathon,US,89,265.07416
2010,Friends of the Falling Waters Trail - Wild Life Marathon,US,51,271.7428
2006,Frisco High Line Marathon,US,21,247.64365
2005,Frisco High Line Marathon,US,14,257.08929
2012,Frisco Marathon & Races,US,104,280.09839
2011,Frisco Marathon & Races,US,72,271.30161
2013,Frisco Marathon & Races,US,60,270.77612
2010,Frisco Marathon & Races,US,43,273.26086
2009,Frisco Marathon & Races,US,27,299.48764
2013,Ft. Lauderdale A1A Marathon,US,679,261.60831
2012,Ft. Lauderdale A1A Marathon,US,632,278.43411
2011,Ft. Lauderdale A1A Marathon,US,611,266.03949
2010,Ft. Lauderdale A1A Marathon,US,515,261.67111
2009,Ft. Lauderdale A1A Marathon,US,455,271.10898
2007,Ft. Lauderdale A1A Marathon,US,335,266.35855
2006,Ft. Lauderdale A1A Marathon,US,329,265.33206
2008,Ft. Lauderdale A1A Marathon (FL - 2/17/0,US,505,273.12
2012,Galveston Mardi Gras Marathon,US,157,268.48801
2013,Galveston Mardi Gras Marathon,US,155,270.35751
2011,Galveston Mardi Gras Marathon,US,148,271.59314
2010,Galway City Marathon,Ireland,206,237.11513
2013,Gansett Fall Marathon,US,4,220.32916
2011,Gansett Marathon,US,162,209.77531
2012,Gansett Marathon,US,109,207.80214
2013,Gansett Marathon,US,58,205.62012
2010,Gansett Marathon,US,54,203.92284
2013,Garden Spot Village Marathon,US,346,262.69476
2012,Garden Spot Village Marathon,US,289,259.96118
2011,Garden Spot Village Marathon,US,248,266.55981
2010,Garden Spot Village Marathon,US,232,255.87033
2009,Garden Spot Village Marathon,US,144,276.03946
2010,Gasparilla Distance Classic,US,2089,271.49252
2009,Gasparilla Distance Classic,US,1290,263.11053
2006,Gasparilla Distance Classic,US,1101,266.11694
2005,Gasparilla Distance Classic,US,1051,255.87706
2004,Gasparilla Distance Classic,US,1024,259.34341
2003,Gasparilla Distance Classic,US,1005,263.18399
2008,Gasparilla Distance Classic,US,980,257.26266
2007,Gasparilla Distance Classic,US,908,257.68527
2005,Gateway To The Pacific Marathon,US,32,276.25522
2006,Gateway To The Pacific Marathon,US,29,299.33621
2004,Gateway To The Pacific Marathon,US,24,253.34166
2007,Gateway To The Pacific Marathon,US,19,256.21228
2003,Gateway To The Pacific Marathon,US,17,250.27058
2007,Georgia Marathon,US,4344,283.14319
2011,Georgia Marathon,US,2235,272.1261
2010,Georgia Marathon,US,2155,270.80795
2008,Georgia Marathon,US,2135,265.55841
2009,Georgia Marathon,US,2108,265.13202
2012,Georgia Marathon,US,1876,278.83929
2013,Georgia Marathon,US,1832,277.836
2013,Geraldton RunFest Marathon,US,29,218.61552
2004,Germany to France Marathon,US,72,304.6933
2006,Germany to France Marathon,US,58,270.4707
2002,Germany to France Marathon,US,54,282.77316
2005,Germany to France Marathon,US,46,280.28442
2001,Germany to France Marathon,US,34,311.58676
2003,Germany to France Marathon,US,18,327.29816
2000,Get High Skymarathon,US,20,460.80832
2011,Gettysburg North-South Marathon,US,708,265.46237
2013,Gettysburg North-South Marathon,US,625,267.51587
2012,Gettysburg North-South Marathon,US,455,263.36508
2012,Ghost of Seattle Marathon,US,149,275.34698
2011,Ghost of Seattle Marathon,US,100,283.556
2010,Ghost of Seattle Marathon,US,85,275.42587
2009,Ghost of Seattle Marathon,US,60,277.32361
2008,Ghost of Seattle Marathon,US,51,276.71829
2013,Ghost of Tacoma City Marathon,US,68,293.33871
2013,Glass City Marathon,US,918,247.03198
