year,marathon,country,finishers,meantime
2008,Oil Sands Marathon,Canada,19,255.72105
2012,Ojai 2 Ocean Marathon,US,810,243.93535
2011,Ojai 2 Ocean Marathon,US,260,249.18744
2003,Okanagan Marathon,Canada,795,242.40633
2002,Okanagan Marathon,Canada,767,242.65048
2005,Okanagan Marathon,Canada,753,245.15753
2006,Okanagan Marathon,Canada,691,245.09972
2001,Okanagan Marathon,Canada,664,241.00537
2004,Okanagan Marathon,Canada,630,245.13518
2007,Okanagan Marathon,Canada,621,257.73474
2010,Okanagan Marathon,Canada,452,243.29082
2013,Okanagan Marathon,Canada,438,249.05971
2008,Okanagan Marathon,Canada,400,257.72833
2011,Okanagan Marathon,Canada,375,253.43373
2012,Okanagan Marathon,Canada,372,242.77464
2013,Oklahoma Marathon,US,2738,286.76007
2012,Oklahoma Marathon,US,2670,289.91055
2010,Oklahoma Marathon,US,2634,282.20566
2011,Oklahoma Marathon,US,2511,283.27432
2009,Oklahoma Marathon,US,2418,291.08994
2005,Oklahoma Marathon,US,2096,272.39142
2001,Oklahoma Marathon,US,2056,283.35318
2008,Oklahoma Marathon,US,1970,271.76675
2006,Oklahoma Marathon,US,1789,275.66788
2002,Oklahoma Marathon,US,1753,269.41556
2004,Oklahoma Marathon,US,1751,273.24905
2007,Oklahoma Marathon,US,1627,281.52963
2003,Oklahoma Marathon,US,1601,282.11649
2000,Oklahoma Marathon,US,92,264.86957
2013,Oktoberfest Marathon,US,136,259.22229
2012,Oktoberfest Marathon,US,129,275.19638
2011,Oktoberfest Marathon,US,127,244.16115
2010,Oktoberfest Marathon,US,108,252.91064
2011,Olathe Marathon,US,478,264.52853
2008,Olathe Marathon,US,476,261.6308
2007,Olathe Marathon,US,356,256.69196
2005,Olathe Marathon,US,330,265.63379
2006,Olathe Marathon,US,237,262.49002
2004,Olathe Marathon,US,224,288.02768
2003,Olathe Marathon,US,175,262.50839
2013,Old Colony Marathon,US,23,317.98407
2004,Old Mulkey Marathon,US,50,287.86301
2005,Old Mulkey Marathon,US,43,271.0903
2006,Old Mulkey Marathon,US,40,287.56958
2001,Old Mulkey Marathon,US,39,275.22095
2002,Old Mulkey Marathon,US,35,266.28665
2003,Old Mulkey Marathon,US,26,267.82758
2000,Old Mulkey Marathon,US,6,288.92776
2009,Omaha Marathon,US,912,257.57263
2008,Omaha Marathon,US,871,260.74075
2013,Omaha Marathon,US,858,268.90656
2012,Omaha Marathon,US,736,261.08975
2010,Omaha Marathon,US,608,262.45813
2011,Omaha Marathon,US,603,261.32321
2004,Omaha Marathon,US,270,254.99142
2006,Omaha Marathon,US,270,254.99142
2007,Omaha Marathon,US,270,254.99142
2003,Omaha Marathon,US,261,256.58646
2001,Omaha Marathon,US,259,254.26442
2002,Omaha Marathon,US,258,262.80698
2000,Omaha Marathon,US,256,251.99199
2005,Omaha Marathon,US,251,260.31958
2009,On the Road for Education,US,210,251.17841
2010,On the Road for Education,US,126,266.99695
2005,On the Road for Education,US,123,245.63402
2003,On the Road for Education,US,104,238.39343
2008,On the Road for Education,US,98,263.36563
2006,On the Road for Education,US,95,248.50368
2012,On the Road for Education,US,88,261.7265
2011,On the Road for Education,US,84,274.13394
2007,On the Road for Education,US,82,259.79654
2013,On the Road for Education,US,82,262.9252
2004,On the Road for Education,US,65,237.35487
2001,On the Road for Education,US,60,255.18527
2002,On the Road for Education,US,59,255.32288
2002,Ontario Shore Marathon,US,346,251.88411
2003,Ontario Shore Marathon,US,308,246.09026
2004,Ontario Shore Marathon,US,237,267.90323
2012,ONU Polar Bear Indoor Marathon,US,33,272.52173
2013,ONU Polar Bear Indoor Marathon,US,27,270.2926
2011,ONU Polar Bear Indoor Marathon,US,23,263.28622
2010,ONU Polar Bear Indoor Marathon,US,15,259.02112
2011,Operation Jack Marathon,US,104,270.30594
2012,Operation Jack Marathon,US,88,274.90701
2010,Operation Jack Marathon,US,31,301.17905
2013,Oregon Marathon,US,186,265.07877
2013,Orlando Marathon,US,20679,333.71429
2010,Orlando Marathon,US,16923,312.01657
2009,Orlando Marathon,US,14948,308.14804
2011,Orlando Marathon,US,13541,304.74744
2012,Orlando Marathon,US,13513,308.15182
2008,Orlando Marathon,US,12964,316.09863
2007,Orlando Marathon,US,11048,313.65634
2006,Orlando Marathon,US,10156,304.55685
2003,Orlando Marathon,US,9404,302.10492
2004,Orlando Marathon,US,9370,301.51718
2001,Orlando Marathon,US,8012,294.9223
2002,Orlando Marathon,US,7950,300.76108
2005,Orlando Marathon,US,7728,307.51251
2000,Orlando Marathon,US,6902,286.14224
2007,Orlando Xtreme Marathon,US,47,262.62198
2006,Orlando Xtreme Marathon,US,38,289.89343
2008,Orlando Xtreme Marathon,US,30,258.89777
2005,Orlando Xtreme Marathon,US,28,265.29822
2009,Ottawa Fall Colours Marathon,Canada,256,236.71419
2011,Ottawa Fall Colours Marathon,Canada,160,249.36021
2008,Ottawa Fall Colours Marathon,Canada,125,246.3548
2003,Ottawa Fall Colours Marathon,Canada,108,248.57855
2012,Ottawa Fall Colours Marathon,Canada,106,252.32155
2006,Ottawa Fall Colours Marathon,Canada,105,247.94508
2010,Ottawa Fall Colours Marathon,Canada,105,247.40396
2007,Ottawa Fall Colours Marathon,Canada,101,240.36023
2004,Ottawa Fall Colours Marathon,Canada,94,234.10638
2013,Ottawa Fall Colours Marathon,Canada,91,256.34268
2005,Ottawa Fall Colours Marathon,Canada,87,231.85498
2013,Ottawa Marathon,Canada,4802,243.54651
2012,Ottawa Marathon,Canada,4186,249.53403
2011,Ottawa Marathon,Canada,4060,253.04654
2010,Ottawa Marathon,Canada,3858,250.24956
2009,Ottawa Marathon,Canada,3449,253.54378
2008,Ottawa Marathon,Canada,3241,249.02406
2004,Ottawa Marathon,Canada,3231,246.2733
2005,Ottawa Marathon,Canada,3231,246.2733
2006,Ottawa Marathon,Canada,3110,251.30399
2007,Ottawa Marathon,Canada,3026,244.65793
2003,Ottawa Marathon,Canada,2576,243.3166
2002,Ottawa Marathon,Canada,2433,237.85266
2000,Ottawa Marathon,Canada,1839,236.03816
2001,Ottawa Marathon,Canada,1839,236.03816
2008,Otter Creek Trail Marathon,US,117,324.77365
2013,Otter Creek Trail Marathon,US,86,333.40271
2011,Otter Creek Trail Marathon,US,60,317.62195
2012,Otter Creek Trail Marathon,US,59,338.75592
2005,Otter Creek Trail Marathon,US,31,338.51129
2009,Outer Banks (OBX) Marathon,US,1811,278.05695
2010,Outer Banks (OBX) Marathon,US,1660,270.44135
2006,Outer Banks (OBX) Marathon,US,1519,277.53107
2008,Outer Banks (OBX) Marathon,US,1309,273.89197
2011,Outer Banks (OBX) Marathon,US,1218,278.93091
2012,Outer Banks (OBX) Marathon,US,1189,278.17068
2013,Outer Banks (OBX) Marathon,US,1112,279.15564
2007,Outer Banks (OBX) Marathon,US,947,271.64133
2006,Outgames Marathon,Canada,92,234.1366
2012,Overlander Sports Marathon,Canada,15,257.2511
2013,Overlander Sports Marathon,Canada,14,237.76428
2001,OverLook Marathon,US,17,267.0549
2013,Oz Marathon,US,685,266.79623
2012,Oz Marathon,US,581,264.58371
2010,Oz Marathon,US,322,258.34918
2006,Paavo Nurmi Marathon,US,276,255.97119
2007,Paavo Nurmi Marathon,US,263,267.21463
2005,Paavo Nurmi Marathon,US,259,258.53528
2008,Paavo Nurmi Marathon,US,250,248.4958
2004,Paavo Nurmi Marathon,US,237,259.42307
2001,Paavo Nurmi Marathon,US,220,254.97212
2009,Paavo Nurmi Marathon,US,209,267.76556
2003,Paavo Nurmi Marathon,US,205,256.55658
2013,Paavo Nurmi Marathon,US,202,262.06625
2012,Paavo Nurmi Marathon,US,200,230.34216
2000,Paavo Nurmi Marathon,US,195,253.03401
2002,Paavo Nurmi Marathon,US,189,259.14673
2010,Paavo Nurmi Marathon,US,182,264.00513
2011,Paavo Nurmi Marathon,US,180,258.02286
2010,Pacific Crest Marathon,US,214,284.21323
2009,Pacific Crest Marathon,US,182,271.04065
2011,Pacific Crest Marathon,US,171,273.4957
2008,Pacific Crest Marathon,US,151,286.70386
2013,Pacific Crest Marathon,US,146,299.02295
2007,Pacific Crest Marathon,US,138,280.54663
2004,Pacific Crest Marathon,US,133,271.36404
2012,Pacific Crest Marathon,US,131,278.77826
2003,Pacific Crest Marathon,US,129,274.77505
2005,Pacific Crest Marathon,US,129,268.3288
2006,Pacific Crest Marathon,US,127,259.18976
2002,Pacific Crest Marathon,US,77,262.57791
2004,Palm Beaches Marathon,US,878,266.95593
2005,Palm Beaches Marathon,US,737,264.41666
2006,Palm Beaches Marathon,US,614,281.96924
2013,Palm Beaches Marathon,US,603,289.60953
2009,Palm Beaches Marathon,US,596,262.02325
2010,Palm Beaches Marathon,US,546,268.87695
2007,Palm Beaches Marathon,US,531,270.45404
2011,Palm Beaches Marathon,US,531,280.09778
2008,Palm Beaches Marathon,US,506,260.11182
2012,Palm Beaches Marathon,US,470,276.74426
2005,Palo Alto Vista Trail Run,US,5,266.60333
2010,Palos Verdes Marathon,US,340,271.21869
2007,Palos Verdes Marathon,US,321,274.34677
2006,Palos Verdes Marathon,US,316,269.53171
2005,Palos Verdes Marathon,US,313,276.09717
2001,Palos Verdes Marathon,US,298,264.39166
2003,Palos Verdes Marathon,US,296,271.48007
2008,Palos Verdes Marathon,US,288,281.8967
2002,Palos Verdes Marathon,US,272,270.58359
2000,Palos Verdes Marathon,US,266,262.54129
2004,Palos Verdes Marathon,US,262,278.08875
2011,Palos Verdes Marathon,US,227,284.21365
2009,Palos Verdes Marathon,US,197,277.39096
2013,Panhandle Marathon,US,140,266.07025
2013,Paris Marathon,France,38690,250.17328
2012,Paris Marathon,France,32980,245.90587
2010,Paris Marathon,France,30976,248.30757
2011,Paris Marathon,France,29662,244.4267
2009,Park City Marathon,US,473,276.63538
2010,Park City Marathon,US,442,285.07901
2008,Park City Marathon,US,411,276.00061
2007,Park City Marathon,US,385,270.77719
2011,Park City Marathon,US,385,279.84354
2001,Park City Marathon,US,369,267.07632
2012,Park City Marathon,US,356,274.83466
2005,Park City Marathon,US,314,265.29437
2000,Park City Marathon,US,312,262.06305
2006,Park City Marathon,US,302,267.38278
2003,Park City Marathon,US,296,260.27698
2013,Park City Marathon,US,290,271.06696
2004,Park City Marathon,US,267,268.0636
2002,Park City Marathon,US,254,268.56018
2010,Pasadena Marathon,US,1078,291.42731
2011,Pasadena Marathon,US,868,284.55792
2012,Pasadena Marathon,US,813,297.75354
2012,Paso Robles Harvest Marathon,US,94,272.20389
2011,Paso Robles Harvest Marathon,US,93,264.62421
2010,Paso Robles Harvest Marathon,US,92,259.53967
2013,Paso Robles Harvest Marathon,US,42,255.75476
2009,Patriots' Run,US,72,351.04953
2010,Patriots' Run,US,71,338.53027
2011,Patriots' Run,US,65,351.01001
2012,Patriots' Run,US,33,379.30453
2007,Patriots' Run,US,25,322.82132
2008,Patriots' Run,US,16,326.04688
2006,Paul Bunyan Marathon,US,261,277.44815
2001,Peach City Marathon,Canada,230,252.235
2002,Peach City Marathon,Canada,224,248.46764
2003,Peach City Marathon,Canada,212,244.08325
2004,Peach City Marathon,Canada,169,252.12544
2005,Peach City Marathon,Canada,144,251.41087
2006,Peach City Marathon,Canada,93,250.73637
2013,Peak to Creak Marathon,US,289,245.39354
2006,PEC Marathon,Canada,251,244.76561
2010,PEC Marathon,Canada,231,247.0834
2009,PEC Marathon,Canada,229,240.28682
2008,PEC Marathon,Canada,223,234.50717
2007,PEC Marathon,Canada,214,236.19081
2011,PEC Marathon,Canada,179,246.48026
2012,PEC Marathon,Canada,171,247.93285
2013,Pensacola Marathon,US,606,276.37881
2012,Pensacola Marathon,US,529,274.81979
2011,Pensacola Marathon,US,313,273.48785
2010,Pensacola Marathon,US,293,276.42908
2008,Pensacola Marathon,US,263,269.69131
2007,Pensacola Marathon,US,260,259.73672
2006,Pensacola Marathon,US,258,259.98871
2009,Pensacola Marathon,US,221,257.31772
2005,Pensacola Marathon,US,111,266.2605
2012,Philadelphia Marathon,US,11521,254.68765
2013,Philadelphia Marathon,US,10881,260.14297
2011,Philadelphia Marathon,US,10311,257.88229
2010,Philadelphia Marathon,US,8956,253.15504
2009,Philadelphia Marathon,US,7494,254.66478
2008,Philadelphia Marathon,US,7344,255.14476
2007,Philadelphia Marathon,US,6913,250.51563
2004,Philadelphia Marathon,US,6296,246.91515
2006,Philadelphia Marathon,US,6198,246.73955
2005,Philadelphia Marathon,US,5935,247.3208
2003,Philadelphia Marathon,US,5352,244.8459
2002,Philadelphia Marathon,US,4535,245.92702
2000,Philadelphia Marathon,US,4252,245.83051
2001,Philadelphia Marathon,US,3888,243.31038
2013,Phoenix Marathon,US,1301,262.14795
2011,Phunt Trail Marathon,US,46,379.8913
2005,Pikes Peak Marathon,US,887,438.88675
2003,Pikes Peak Marathon,US,792,431.27576
2004,Pikes Peak Marathon,US,788,429.62021
2007,Pikes Peak Marathon,US,773,436.0314
2012,Pikes Peak Marathon,US,729,435.30313
2011,Pikes Peak Marathon,US,728,430.81525
2009,Pikes Peak Marathon,US,711,428.91977
2013,Pikes Peak Marathon,US,707,428.26144
2006,Pikes Peak Marathon,US,698,429.56216
2002,Pikes Peak Marathon,US,690,432.41312
2010,Pikes Peak Marathon,US,688,429.89343
2001,Pikes Peak Marathon,US,667,424.69269
2008,Pikes Peak Marathon,US,626,438.02066
2013,Pilgrim Pacer Marathon,US,120,280.81512
2012,Pilgrim Pacer Marathon,US,110,283.57956
2011,Pilgrim Pacer Marathon,US,42,279.82263
2013,Pilot Mountain Pay Back Marathon,US,80,292.01041
2012,Pilot Mountain Pay Back Marathon,US,72,281.60693
2011,Pilot Mountain Pay Back Marathon,US,62,300.20996
2007,Pine Line Trail Marathon,US,74,253.52208
2005,Pine Line Trail Marathon,US,73,252.46849
2011,Pine Line Trail Marathon,US,72,258.27545
2006,Pine Line Trail Marathon,US,71,241.55469
2003,Pine Line Trail Marathon,US,68,251.963
2004,Pine Line Trail Marathon,US,65,247.36589
2000,Pine Line Trail Marathon,US,60,264.80862
2008,Pine Line Trail Marathon,US,49,257.3432
2012,Pine Line Trail Marathon,US,49,247.01802
2010,Pine Line Trail Marathon,US,37,270.84143
2013,Pine Line Trail Marathon,US,33,267.77524
2009,Pine Line Trail Marathon,US,25,259.54468
2013,Pine Tree Marathon,US,24,328.35626
2012,Pittsburgh Marathon,US,5553,271.72852
2013,Pittsburgh Marathon,US,4742,264.4162
2011,Pittsburgh Marathon,US,4290,266.35773
2003,Pittsburgh Marathon,US,4113,249.64322
2010,Pittsburgh Marathon,US,4045,267.95401
2009,Pittsburgh Marathon,US,3464,255.97745
2000,Pittsburgh Marathon,US,2697,270.31793
2002,Pittsburgh Marathon,US,2540,252.74606
2001,Pittsburgh Marathon,US,2086,243.67012
2010,Planet Adventure Trail Marathon,US,46,308.79419
2013,Plusent Yorkshire Marathon,England,3881,264.93152
2011,Pocatello Marathon,US,489,259.59885
2012,Pocatello Marathon,US,405,255.24287
2013,Pocatello Marathon,US,403,258.24875
2007,Pocatello Marathon,US,234,270.43546
2009,Pocatello Marathon,US,230,261.24188
2006,Pocatello Marathon,US,178,253.81723
2008,Pocatello Marathon,US,173,255.72832
2005,Pocatello Marathon,US,159,265.67978
2004,Pocatello Marathon,US,146,256.81232
2003,Pocatello Marathon,US,142,246.98157
2001,Pocatello Marathon,US,132,250.79117
2002,Pocatello Marathon,US,127,266.45944
2000,Pocatello Marathon,US,120,245.90848
2010,Pocatello Marathon (ID - 9/4/10,US,319,259.2352
2012,Pocono Mountain Run For The Red Marathon,US,984,248.72519
2010,Pocono Mountain Run For The Red Marathon,US,667,239.59587
2011,Pocono Mountain Run For The Red Marathon,US,633,234.50273
2013,Pocono Mountain Run For The Red Marathon,US,520,244.72862
2008,Pocono Mountain Run For The Red Marathon,US,418,242.41823
2009,Pocono Mountain Run For The Red Marathon,US,411,234.47595
2007,Pocono Mountain Run For The Red Marathon,US,380,236.16628
2006,Pocono Mountain Run For The Red Marathon,US,349,238.18486
2013,Porcupine Mountains Trail Marathon,US,84,307.27402
2011,Portland Marathon,US,8500,292.8797
2009,Portland Marathon,US,8091,290.23865
2008,Portland Marathon,US,7856,295.3566
2010,Portland Marathon,US,7834,293.11044
2000,Portland Marathon,US,7738,312.35403
2007,Portland Marathon,US,7738,301.02356
2006,Portland Marathon,US,7711,304.30145
2001,Portland Marathon,US,7556,310.96597
2005,Portland Marathon,US,7414,304.4646
2002,Portland Marathon,US,7281,308.23148
2003,Portland Marathon,US,7019,304.64044
2013,Portland Marathon,US,6813,283.77194
2012,Portland Marathon,US,6691,288.40167
2004,Portland Marathon,US,5838,289.46432
2012,Portumna Forest Park Marathon,Ireland,76,240.17126
2011,Portumna Forest Park Marathon,Ireland,47,265.43796
2010,Portumna Forest Park Marathon,Ireland,35,247.69667
2013,Potomac River Run Marathon,US,312,245.39113
2012,Potomac River Run Marathon,US,278,265.49203
2011,Potomac River Run Marathon,US,199,274.7341
2010,Potomac River Run Marathon,US,153,286.73877
2006,Potomac River Run Marathon,US,143,255.06387
2004,Potomac River Run Marathon,US,107,253.35904
2005,Potomac River Run Marathon,US,104,262.96457
2009,Potomac River Run Marathon,US,101,254.93185
2007,Potomac River Run Marathon,US,94,262.68033
2008,Potomac River Run Marathon,US,77,261.10086
2001,Potsdam Raquette River Marathon,US,37,237.62747
2004,Potsdam Raquette River Marathon,US,20,264.99084
2003,Potsdam Raquette River Marathon,US,16,296.88541
2012,Poulsbo Marathon,US,57,268.21753
2011,Poulsbo Marathon,US,39,268.62009
2013,Poulsbo Marathon,US,37,256.83197
2010,Poulsbo Marathon,US,33,250.94545
2013,Poznan,Poland,5678,243.93335
2012,Prairie Fire Wichita Marathon,US,720,269.77728
2013,Prairie Fire Wichita Marathon,US,626,265.60086
2010,Prairie Fire Wichita Marathon,US,551,264.89664
2011,Prairie Fire Wichita Marathon,US,531,263.19763
2013,Prairie State Marathon,US,307,272.29175
2012,Prairie State Marathon,US,270,263.97351
2011,Prairie State Marathon,US,224,273.03714
2010,Prairie State Marathon,US,130,269.53796
2005,Pride of Canada Marathon,Canada,28,246.2119
2006,Pride of Canada Marathon,Canada,27,237.43704
